file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.js,14,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,49
index.js,15,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
index.js,16,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,1
index.js,17,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
index.html,1,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,14
index.html,2,html,57267e85,Nomin Batjargal,2025-01-24,22:14:23,-08:00,2025-01-24T22:14:23-08:00,0,28
index.html,3,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,5
index.html,4,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,21
index.html,5,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,69
index.html,6,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,58
index.html,7,html,91074c12,Nomin Batjargal,2025-01-17,22:13:04,-08:00,2025-01-17T22:13:04-08:00,0,39
index.html,8,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,46
index.html,9,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,51
index.html,10,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,6
index.html,11,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,5
index.html,12,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,23
index.html,13,html,659f8fef,Nomin Batjargal,2025-01-10,14:36:00,-08:00,2025-01-10T14:36:00-08:00,0,88
index.html,14,html,072d24be,Nomin Batjargal,2025-01-10,22:50:41,-08:00,2025-01-10T22:50:41-08:00,0,113
index.html,15,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,23
index.html,16,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,21
index.html,17,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,50
index.html,18,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,5
index.html,19,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,23
index.html,20,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,29
index.html,21,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,6
index.html,22,html,56291908,Nomin Batjargal,2025-01-09,22:47:50,-08:00,2025-01-09T22:47:50-08:00,0,6
global.js,1,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,26
global.js,2,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,3,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,42
global.js,4,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,53
global.js,5,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,6,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,7,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,12
global.js,8,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,26
global.js,9,js,2d63f10f,Nomin Batjargal,2025-01-24,22:10:30,-08:00,2025-01-24T22:10:30-08:00,0,39
global.js,10,js,2d63f10f,Nomin Batjargal,2025-01-24,22:10:30,-08:00,2025-01-24T22:10:30-08:00,0,35
global.js,11,js,2d63f10f,Nomin Batjargal,2025-01-24,22:10:30,-08:00,2025-01-24T22:10:30-08:00,0,37
global.js,12,js,3cb07d79,Nomin Batjargal,2025-02-12,11:12:56,-08:00,2025-02-12T11:12:56-08:00,0,31
global.js,13,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,54
global.js,14,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,1
global.js,15,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,16,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,39
global.js,17,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,18,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,26
global.js,19,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,20,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,21
global.js,21,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,15
global.js,22,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,19
global.js,23,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,71
global.js,24,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,65
global.js,25,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,35
global.js,26,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,12
global.js,27,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,21
global.js,28,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,13
global.js,29,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,18
global.js,30,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,9
global.js,31,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,59
global.js,32,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,1
global.js,33,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,30
global.js,34,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,34
global.js,35,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,36,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,37,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,38,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,32
global.js,39,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,12
global.js,40,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,41,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,27
global.js,42,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,5
global.js,43,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,7
global.js,44,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,44
global.js,45,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,35
global.js,46,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,33
global.js,47,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,8
global.js,48,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,8
global.js,49,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,1
global.js,50,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,51,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,45
global.js,52,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,53,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,50
global.js,54,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,58
global.js,55,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,78
global.js,56,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,44
global.js,57,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,2
global.js,58,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,59,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,35
global.js,60,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,39
global.js,61,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,68
global.js,62,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,23
global.js,63,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,64,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,65,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,41
global.js,66,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,67,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,49
global.js,68,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,22
global.js,69,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,29
global.js,70,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,27
global.js,71,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,32
global.js,72,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,44
global.js,73,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,51
global.js,74,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,0
global.js,75,js,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,19
global.js,76,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,2
global.js,77,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,78,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,37
global.js,79,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
global.js,80,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,40
global.js,81,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,33
global.js,82,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,20
global.js,83,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,18
global.js,84,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,67
global.js,85,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,86,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,34
global.js,87,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,16
global.js,88,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,11
global.js,89,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,16
global.js,90,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,60
global.js,91,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,92,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,93,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,94,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,80
global.js,95,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,31
global.js,96,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,30
global.js,97,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,49
global.js,98,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,20
global.js,99,js,88a7de43,Nomin Batjargal,2025-02-08,23:47:14,-08:00,2025-02-08T23:47:14-08:00,0,72
global.js,100,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,50
global.js,101,js,71a0b874,Nomin Batjargal,2025-02-08,20:36:49,-08:00,2025-02-08T20:36:49-08:00,0,4
global.js,102,js,71a0b874,Nomin Batjargal,2025-02-08,20:36:49,-08:00,2025-02-08T20:36:49-08:00,0,28
global.js,103,js,71a0b874,Nomin Batjargal,2025-02-08,20:36:49,-08:00,2025-02-08T20:36:49-08:00,0,21
global.js,104,js,71a0b874,Nomin Batjargal,2025-02-08,20:36:49,-08:00,2025-02-08T20:36:49-08:00,0,7
global.js,105,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,37
global.js,106,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,107,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,108,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,109,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,58
global.js,110,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,60
global.js,111,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,112,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
global.js,113,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,48
global.js,114,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,60
global.js,115,js,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,0
resume/index.html,1,html,765a2b6c,Nomin Batjargal,2025-01-10,00:20:39,-08:00,2025-01-10T00:20:39-08:00,0,14
resume/index.html,2,html,765a2b6c,Nomin Batjargal,2025-01-10,00:20:39,-08:00,2025-01-10T00:20:39-08:00,0,15
resume/index.html,3,html,765a2b6c,Nomin Batjargal,2025-01-10,00:20:39,-08:00,2025-01-10T00:20:39-08:00,0,5
resume/index.html,4,html,765a2b6c,Nomin Batjargal,2025-01-10,00:20:39,-08:00,2025-01-10T00:20:39-08:00,0,21
resume/index.html,5,html,765a2b6c,Nomin Batjargal,2025-01-10,00:20:39,-08:00,2025-01-10T00:20:39-08:00,0,69
resume/index.html,6,html,91074c12,Nomin Batjargal,2025-01-17,22:13:04,-08:00,2025-01-17T22:13:04-08:00,0,20
resume/index.html,7,html,91074c12,Nomin Batjargal,2025-01-17,22:13:04,-08:00,2025-01-17T22:13:04-08:00,0,42
resume/index.html,8,html,b1a7edc2,Nomin Batjargal,2025-01-24,21:06:22,-08:00,2025-01-24T21:06:22-08:00,0,49
resume/index.html,9,html,765a2b6c,Nomin Batjargal,2025-01-10,00:20:39,-08:00,2025-01-10T00:20:39-08:00,0,6
resume/index.html,10,html,765a2b6c,Nomin Batjargal,2025-01-10,00:20:39,-08:00,2025-01-10T00:20:39-08:00,0,5
resume/index.html,11,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,19
resume/index.html,12,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,23
resume/index.html,13,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,8
resume/index.html,14,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,32
resume/index.html,15,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,225
resume/index.html,16,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,9
resume/index.html,17,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,8
resume/index.html,18,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,34
resume/index.html,19,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,22
resume/index.html,20,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,45
resume/index.html,21,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
resume/index.html,22,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,20
resume/index.html,23,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,39
resume/index.html,24,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,33
resume/index.html,25,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,3
resume/index.html,26,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,126
resume/index.html,27,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
resume/index.html,28,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,5
resume/index.html,29,html,6cbdd3ea,Nomin Batjargal,2025-01-18,22:05:06,-08:00,2025-01-18T22:05:06-08:00,0,5
resume/index.html,30,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,9
resume/index.html,31,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,8
resume/index.html,32,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,31
resume/index.html,33,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,3
resume/index.html,34,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,81
resume/index.html,35,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,48
resume/index.html,36,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,59
resume/index.html,37,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,46
resume/index.html,38,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,60
resume/index.html,39,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,33
resume/index.html,40,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,20
resume/index.html,41,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,56
resume/index.html,42,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
resume/index.html,43,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,9
resume/index.html,44,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,8
resume/index.html,45,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,35
resume/index.html,46,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,22
resume/index.html,47,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,71
resume/index.html,48,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
resume/index.html,49,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,27
resume/index.html,50,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,18
resume/index.html,51,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,40
resume/index.html,52,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,3
resume/index.html,53,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,124
resume/index.html,54,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,219
resume/index.html,55,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,168
resume/index.html,56,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,184
resume/index.html,57,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
resume/index.html,58,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,5
resume/index.html,59,html,6cbdd3ea,Nomin Batjargal,2025-01-18,22:05:06,-08:00,2025-01-18T22:05:06-08:00,0,5
resume/index.html,60,html,6cbdd3ea,Nomin Batjargal,2025-01-18,22:05:06,-08:00,2025-01-18T22:05:06-08:00,0,0
resume/index.html,61,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,22
resume/index.html,62,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,71
resume/index.html,63,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,4
resume/index.html,64,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,24
resume/index.html,65,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,18
resume/index.html,66,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,34
resume/index.html,67,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,3
resume/index.html,68,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,113
resume/index.html,69,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,43
resume/index.html,70,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,88
resume/index.html,71,html,f19e8c3f,Nomin Batjargal,2025-01-31,21:09:47,-08:00,2025-01-31T21:09:47-08:00,0,64
